Insult,Date,Comment,Usage,
0,20120610124158Z,"""Amir Bhai, I like you now, and liked you earlier, but you never been a role model for me. But now, you have become. With each episode I am getting emotional towards you, towards society, and towards human being. You are inspiring me with each story you share, and I am feeling drastic change in my thinking. Thanks Amir Bhai for such excellent programs. These programs will certainly bring a visible change to the way we used to think about these issues. Mohd Niyaz Ahmad, Research Scholar, JNU, New Delhi""",PrivateTest,
1,20120502153009Z,"""It's because you're an Obama slave..................""",PrivateTest,
0,20120611222321Z,"""Nevermind. Guess your not paying attention to the convo. And no don't worry on my life. If I die earlier over shit than you do, than that's just me.""",PublicTest,
0,20120610122139Z,"""And a white flag for when you are not surrendering.""",PrivateTest,
0,20120611202313Z,"""I wouldn't say that..More like he brings a fresh young perspective on the band...""",PrivateTest,
0,20120610024738Z,"""You can take your mom here when you get rich!""",PrivateTest,
1,20120320073913Z,"""he meant the kid passing his dad the ball without looking, you cynical bastard!""",PublicTest,
0,20120528204350Z,"""Where are you in Syria?""",PrivateTest,
1,20120610004635Z,"""@GOLDENCHILD111\xa0- you are a fool and dont make sense, try spelling properly aswell""",PrivateTest,
1,20120610103034Z,"""agreed - same can be said for you...whore""",PrivateTest,
0,20120527172449Z,"""I want her to win, but this is NOT the Venus I know! She is looking bad out there!""",PrivateTest,
0,20120529163739Z,"""So what are you working on today Aaron?""",PrivateTest,
0,,"""I dont understand why some people are calling ththe travelling community vermin and such words because it isnt true just because you dont like their way of life doesnt give you the right to call them or any human being vermin, based on life choices, Yes if they were at the bottom of my backyard i would be building relationships, a friendly chat and the offer of a cuppa just the same as i treat anyone else.""",PublicTest,
0,20120612011246Z,"""I know more about android than the average user and if I can have an iPhone with cydia on it then theres nothing android has on ios. But stock ios and stock android, android kicks its ass to the curb.""",PrivateTest,
0,,"""Your article headlines suck, you are a horrible journalist that barely even have any grasp on the english language.\\nF that, you're not even a journalist, you make headlines for dirt sheet tabloids.\\xc2\\xa0\\nF this site and your opinions, I want news, not an article that starts with you begging people to follow your lame ass twitter account.\\xc2\\xa0 Go and hop on some more band wagons you hack.\\nPEACE, never again coming here.\\xc2\\xa0 This is just too much crap from you.\\xc2\\xa0 the final straw.\\xc2\\xa0 PEACE.\\nAny suggestions on which site we should all jump ship to?""",PublicTest,
0,20120620125150Z,"""GE's refund every year since 1987: 4 billion""",PrivateTest,
0,20120529223131Z,"""You must not tell lies. Very good job.""",PrivateTest,
0,,"""@noBjustRyan that would suck.  i didn't see him say that he was gone. i can see how he wouldn't have been having fun though.  he got roasted pretty good a couple times. too harshly.""",PrivateTest,
0,20120528181147Z,"""Sounds like your mother.""",PrivateTest,
0,,"""Well done that man""",PrivateTest,
0,,"""@VirginiaDawg @Coach P You just got me super excited!!""",PrivateTest,
0,,"""No. It's natural to bash Christians / Catholics because they WON'T behead you or blow you up. If they are so brave, let's see them mock islam this way. Cowards wouldn't do it would they?""",PrivateTest,
0,20120611163700Z,"""Yes. Especially if the one person who said something is getting hit. But that's just me.""",PrivateTest,
1,20120610005402Z,"""I don't need ups I joined the military to get away from the bullshit they talk about..they talk it I actually got locked for it..wasted 3 yrs of my life because of that stupid ass mentality..I know your type too..a fuckin wana be..punk..whatever else you wana call it..you envy stupid shit and expect people to take you serious..fucking bum""",PrivateTest,
0,,"""THIS IS NOW A LOSING ISSUE FOR YOU BAGGERS............ GOP 2012 CHICKEN LITTLE/CHICKEN HAWK\\n\\xc2\\xa0\\nhttp://www.gallup.com/poll/147662/first-time-majority-americans-favor-legal-gay-marriage.aspx\\n\\xc2\\xa0\\nPRINCETON, NJ -- For the first time in Gallup's tracking of the issue, a majority of Americans (53%) believe same-sex marriage should be recognized by the law as valid, with the same rights as traditional marriages. The increase since last year came exclusively among political independents and Democrats. Republicans' views did not change.\\n""",PublicTest,
1,20120612105513Z,"""Thanks for explaining Professor Knucklefuck""",PublicTest,
0,20120612031941Z,"""WHY THE FUCK DON'T YOU HAVE LET IT BE!!!! Other then that love Blur, Elton, RHCP, Floyd, Led Zed, Eagles, Aerosmith, Stones Lennon, and Coldplay. But you miss some really good bands.""",PrivateTest,
0,20120619065123Z,"""Japan does not have a welfare system.\xa0\xa0\xa0 Work for it or do without.\xa0\n\n\n\xa0And\n I don\u2019t think there has ever been a better explanation of the \nimportance of incentive than this example.\xa0\xa0\xa0 An economics professor at a\n local college made a statement that he had never failed a single \nstudent before, but had recently failed an entire class.\xa0 That class had\n insisted that\xa0 socialism worked and that no one would be poor and no \none would be rich, a great equalizer.\xa0\nThe professor then said, ""OK, we will have an experiment in this \nclass on socialism"".\xa0\xa0 \xa0All grades will be averaged and everyone will \nreceive the same grade so no one will fail and no one will receive an A.\n (substituting grades for dollars - something closer to home and more \nreadily understood by all).\nAfter the first test, the grades were averaged and everyone got a B.\n The students who studied 'hard' were upset and the students who studied\n 'little' were happy. As the second test rolled around, the students who\n studied little had studied 'even less' and the ones who studied hard \ndecided they wanted a free ride too so they studied 'little'.\xa0\nThe second test average was a 'D'.\xa0\xa0 No one was happy.\xa0\xa0 When the 3rd test rolled around, the average was an F.\xa0As\n the tests proceeded, the scores never increased as bickering, blame and\n name-calling all resulted in hard feelings and no one would study for \nthe benefit of anyone else.\xa0\nTo their great surprise, ALL FAILED and the professor told them that\n ""socialism"" would also ultimately 'fail' because when the reward is \ngreat, the effort to succeed is great, but when government takes all the\n reward away, no one will try or want to succeed.\nCould not be any simpler than that.Remember, there IS a test coming up; elections sometime soon; your chance to have YOUR say.\nThese are possibly the 5 best sentences you'll ever read and all applicable to this experiment:1. You cannot legislate the poor into prosperity by legislating the wealthy out of prosperity.\n2. What one person receives without working for, another person must work for without receiving.3. The government cannot give to anybody anything that the government does not first take from somebody else.\n4. You cannot multiply wealth by dividing it!5. When half of\n the people get the idea that they do not have to work because the other\n half is going to take care of them, and when the other half gets the \nidea that it does no good to work because somebody else is going to get \nwhat they work for, that is the beginning of the end of any nation.""",PublicTest,
0,20120530111411Z,"""You are just taking up for Obama""",PublicTest,
1,20120610055437Z,"""Please you have a tiny dick and your mom sucked it""",PrivateTest,
0,,"""@kj1222 @PatrickLacroix i have no clue i tryed this and it didnt work now i am going to remove the crt and then remove the ass.plist and then reinstall crt and try again""",PrivateTest,
0,20120530145032Z,"""Hey Burd 52.... Your picture is black and white! And you have glasses on!""",PrivateTest,
1,20120530040837Z,"""This nigga trash..If it aint about shine or clips,fuk em..Harlem stand up""",PrivateTest,
0,,"""so your a liar then""",PublicTest,
1,20120515133353Z,"""You are an idiot.""",PrivateTest,
0,20120528033515Z,"""When it comes down to ""Rule, or Die,"" dictators don't care who is watching.""",PrivateTest,
0,20120620150205Z,"""Lei come molte altre persone oneste ed in buona fede ha ragione, ma io, come tante altre persone anch'esse oneste ed in buona fede m'aspetto che il metro di paragone sia lo stesso per chiunque (e che quindi o non s'intervista una persona o la si intervista con lo stesso rigore ""caustico"" che si pretende per tutti gli altri), altrimenti facciamo come in TV dove prima dei consigli per gli acquisti ci dev'essere lo stacchetto che t'informa che quel che segue \xe8 uno spot.""",PublicTest,
1,20120320131302Z,"""wow. you are incredibly stupid.""",PrivateTest,
0,20120529195840Z,"""Wow, that certainly puts things in perspective, Mary...thoughts & prayers are with you.""",PrivateTest,
0,20120610140350Z,"""thinkoutloud - Obviously you prefer corruption - more fun and easy pickings of the public's money that way. \xa0We get it.""",PrivateTest,
1,,"""""Ooooh, that jungle love they give us is SWEET!!!""===================================Yepper! You were born and raised, in the jungle by apes and monkeys! When you go to the zoo, the FIRST place you visit is the monkey section!Remember, tarzan the apeboy? You are apes and monkeys. What was his FAVORITE pet...the monkey! Remember that white bitch, that lived with gorillas for 18 years? HUH? Her name was Dian Fossey, a zoologist/zoophilia. What about the white bitch, who was sexing her monkey, that ended up tearing her face apart? REMEMBER THAT?CUT THE HAIR OFF A MONKEY; YOU WILL GET A HONKEY, i.e., thin lips, flat red ass, slumped over, big ears, funky stinch odor, and are easily trained!Now, go back to the jungle with your monkey/ape family! lolJUNGLE LOVE...you got that right! Y\\'all caucasoid monkeys LOVE apes and gorillas!!!beastiality = 1. Sexual relations between a person and an animal, including intercourse, masturbation, cunnilingus, frottage (rubbing), anal penetration, or having ones genitals licked by an animal. 2. A synonym for zoophilia, but a distinction is sometimes made between bestiality, a sexual act with animals, and zoophilia, sexual arousal from contacts with animals. BYE, MONKEY BOY or tarzan, the apeboy!""",PublicTest,
